,overall,reviewText
3604563,1.0,"My headline pretty much says it all.  However, I will add that I also have never had a set of earbuds produces bass frequencies as well as these do.  Quality feels very good and the length is just right.  The zipper feature is great as I am always dealing with tangled lines.  But there is one other benefit of the zipper that not many have mentioned.  It makes it really easy to know which bud goes in which ear.  That may sound dumb but I've had many in the past that I had a hard time figuring out if I had them backwards or not.  Well, as long as the zipper tab is on the outside and you don't have anything criss-crossed you've got these right.  What more can I say?  Why are you still reading this?  Just go order them already!  You'll be glad you did."
1701302,0.0,"I bought them to use on the back of my Nikkor lenses with the fotodiox 10LA-NIK-EOS-C V2 adapter for canon bodies. The caps perfectly worked on the back of actual canon lenses but would not go over the adapter that is supposed to be identical. Might be the adapters' fault more than the caps'.. Though the adapters do work on the canon bodies and canon brand rear caps work perfectly on the adapter. Sending these back. Once again - they work fine on the actual canon lenses, but that was not what i got them for."
992686,1.0,Having just one place in my home where I could get a decent connection I purchased an Xlink and stuck my cell phone to the wall where it would get a good signal.  Connected the Xlink to the 2nd line on my 2-line phone system.  Works perfectly and I can now send and receive calls from any of my 4 wireless portable phones.  Thank you Xtreme!
4123337,0.0,Google products are generally s***ty and this didn't disappoint.
2229224,1.0,"My daughter absolutely loves it, she uses it daily on her iPad."
5355673,0.0,"Weak dynamic range.  Relatively low vid quality compared to what's on the market...

Great form factor.  Nicely built.

I'd say its worth $100... considering I'd like to buy another $75-100 in accessories.  If it was $100 I'd buy two.

Go for the Silver or Black... not this unless you just want some simple fun with low expectations."
6162580,0.0,Wish i never wasted my money on it. Disks to copy say 1gb file took over 1hr.. apparently this is the normal speed
1719001,1.0,"Have been a Nikon guy for a long time. My default lens has grown from 28-70mm to 28-105mm to 28-200mm and now to 28-300mm with Vibration redux. May be a bit bigger and heavier than I would prefer. But the images are clear and crisp and it cuts down on one big/heavy lens I normally carry on vacation, trading this for my 28-200mm and 75-300mm."
2532243,1.0,"This was perfect for my new work bench I made for the garage. I put it on the back of the table to give me easier access to an outlet. So far it has worked perfectly. Unlike some of the other ones I saw for sale, this one will easily allow you to simply screw it to the wall."
1256932,0.0,Does not even come close to fitting my macbook.  I got the correct size and everything!!!
5525495,1.0,I just got this for my 19 inches flat TV I connected to my DVD player and it works good last the picture quality looks good it looks better than when I had the 3 cables connected I recommend this cable ill be ordering one more for my Sony TV 32 and inches thanks for the fast delivery
2607415,0.0,Thus product failed a week after i purchaced it and never worked again i wouldnt wadte your money on it
241258,0.0,"I'll make this short and sweet. Upon insertion of drive, strong smell of burning plastic and a bit of smoke. M/B and PSU shut computer down, thankfully, before I could get to power plug. Don't know what damage, if any. I see from the reviews others have had good luck. I just put a Rosewill in another machine. It's worked very well. However, my experience with this product was it nearly caused a fire. Need I say more?"
2622503,1.0,bought this tv for my bedroom and it worked great right out of the box. great picture and color and the light sensor makes viewing perfect when i shut the lights off.
5201444,0.0,"I have read some comments given by some costumers how good this thing is but at my house it is worthless metal. I have tried to use with my 55 mm lens, some how it doesn't work. it makes my view completely blurry. I tried to call for support to see if I miss some thing, but I never get a hold of fotodiox customer service. so now this extension tube some some metal which have no use."
4478239,0.0,"Please do not waste your time or money on this piece of junk.  I just spent 3 hours trying to MANUALLY configuring this device.
The configuration website stinks. The instructions are terrible and not specific enough.  Stay clear of this product it and purchase something else."
3120276,1.0,Made my life so much easier.  Great purchase.
742892,0.0,Tried to use the first time on a flight to Europe and the plug broke. Not a very sturdy product.
1594881,0.0,"I had this item for 4 1/2 months and it stopped working, I used it MAYBE once a week for about 3 hours. It has a descent picture quality. If you want something temporarily, this is what you are looking for, because it won't last a long time."
6405010,1.0,"First I would like to say the workmanship of these cables are at the same level of cables that I paid 4 times more , I would also wish to add I'm impressed with the sound separation which I have compared with my very expensive silver cables
I would reconmend these cables and save your dollars"
3131698,1.0,"This camera was the perfect fit for me.
I don't know a whole lot about photography, but taking a class in highschool taught me a lot.
I really like it because you can take action photographs with relatively little blur. Just set it to program and choose the settings that you think will make the picture look good, your intuition is probably better than the cameras. Turn on the grid, so that you can easily find the center of a photograph. I take a lot of outdoors pictures and I really like the way they turn out."
6169966,1.0,Best batteries I have ever purchased for my camera. Plenty of life to them both on the field while in use and the general longevity to them. None of the batteries I have purchased of this type have shown any degradation to the battery 'memory'.
6149314,1.0,"Exactly as described, fast shipping"
3528379,1.0,You'll love the bling!
828789,1.0,"This will float a camera very well!  I was surprised that it floated my Fuji XP70 while the float was only about 1 inch submerged into the water.  I suspect it could float a much heavier camera as well, judging by how little of this float was submerged."
4213953,0.0,"Pros: Affordable dvi to hdmi solution.

Cons: Defective cable straight out of the packaging.
2k monitor connected to PS4 just gave lines on output. Tested with 1080 gfx card, same results.
Need better quality control."
3322864,1.0,"This is one of the most crystal-clear televisions I've ever seen. Sure, the new 4K TV's will begin appearing soon, but the clarity and movement on this TV is spectacular.  Watching Blu-Ray is amazing, and the 3D is good as well, although we only have a few 3D movies (8 pairs of 3D glasses is fantastic!).  The smart TV apps are perfect (Amazon, etc.), and there is no question that I would rate this TV with 5 stars!"
3531892,1.0,I LOVE THIS COVER! It's light weight. Easy to cover and remove when placed in tight spaces. Very flexible but sturdy. Also has enough room for trackpad. And yes... It does protect against dust. WIN!! WIN!! WIN!! WIN!! AWESOME!!!!
5743889,1.0,Great Case.  My only challenge is I also like the Apple keyboard - so I have to switch cases at times.  Get a screen protector and this case if you are not planning to type a lot.  Excellent Product.  Add some leather conditioner to soften it up a bit.
3981287,0.0,"screen had stripes thru it, returned it"
338257,0.0,"I bought these Headphones and Iam totally disappointed. I wanted these headphones as I workout in the wee hours of the morning and would like to watch TV at the same time without disturbing the kids. At low source volumes (TV sound volume) and me 20 feet away from it there is constant hissing and swishing sounds especially as my head moves while working out. Raising the TV volume reduces this, but then defeats the purpose of headphone completely (do not want to disturb the household!) Also i constantly lose reception every 10-15 min and get cut off and though sometimes it scans and reaquires. I often have to manually turn the headphones off and on.
I would certainly stay away from Sennheiser headphones. They are not worth the top dollar I paid for it."
4109332,0.0,"I would put zero stars if I could.
I have two Nikon DSLRs - Nikon D200, Nikon D300.
The D300 saves bigger files so I needed CF cards with greater capacity to get the same number of shots on a card.
Also, I shoot sports photography, where you shoot long bursts; you don't want to be changing cards if you can help it.

When I tried formatting the cards (2-pack) in either camera, they came up as FULL. No shots available.
I called Lexar asking if there was a compatibility problem with these (older) cameras. They asked me to return them and they'd check them out.
No answer about compatibility, just returned cards.
Still don't work.
So I'd like to exchange them for equivalent cards of, say, 16GB per card, because I know 16GB cards work in these cameras.
BUT... I am now outside the return/exchange window on Amazon.

So I'm out $100 for cards that Amazon won't return/exchange, and Lexar apparently thinks are OK.
So much for getting a deal on the two-pack of high-capacity cards.

Not happy.
And disappointed, because this is the first time Amazon has ever failed me."
2695797,0.0,"Pretty much worthless as carpet spikes.  If you have hard floors and no bumpers or other protection on your speakers, they MIGHT be good for something.  They're tiny, absolutely worthless for any other purpose.  I will certainly be returning these."
2434768,0.0,I knew it was too good to be true but thought i'll give a shot you need a  converter to watch hd on a tube tv well now i know
3392265,0.0,Way too long. I mean very long. I think I could work my phone from another room with these.
2948359,1.0,Work great and way cheaper than buying in a store works great
2304867,0.0,"Horrible lens caps, they don't stay on the lens and constantly fall off.  Its really frustrating."
2699245,1.0,Gets hot with heavy use.
777395,0.0,"I bought these because they appeared in a top ten review.
I had high hopes but These are not good at all.
The hole for the speaker is bigger than normal and creates a lot of discomfort when wearing.
These earbuds don't stay in very well at all. And after one month they ceased to work.
I will stick to my 10$ JBLs there better in every single way"
906777,0.0,"did not work in paris because it is a two plug system  .....watch out for this
Need to have more instructions on how it works"
95858,0.0,"I may be too picky, or I may just have a critical ear (I'm a musician, and I wanted to use this to extend my headphone cable while recording and performing), but this cable causes a noticeable sound degradation.  I suppose that some degradation is to be expected over this long a cable run, but I've heard much better.

After having similar trouble with a HOSA right angle adaptor, right out of the box, HOSA is simply on my personal do not buy list.

A commenter asked me to name a better choice, and it just so happens that I recently purchased one ... the answer is ""DiMarzio"" ... it's not cheap, but the difference in sound quality is like night and day.  The HOSA, now destined for the trash, is very small gauge wire, and there appears to be no twisting or shielding (which good audio cables need) ... I guess you get what you pay for.

Addendum:  I discovered something about HOSA cables at a friends studio ... if you look for the HOSA ""Elite Series"" cables, they are high quality good sounding cables, they cost ten times as much as these cheap throw away ones, but they are actually decent sounding cables.  Again, don't buy these cheap cables for any serious audio applications, look for the the ""Elite Series"", and open your wallet a lot wider."
4233154,0.0,The color portion of the case came warped to the point that it didn't set properly so it was constantly coming apart. Don't waste your money. Cheap chinese made product
1364141,0.0,Don't last very long on good
1395043,0.0,"Two of the 5 units simply did not work.  One of the three that worked got very warm.
All of the three that worked had horrible sound quality when used with a very nice headset.
No Windows drivers so I could not repurpose.
Earns its one star for being so cheap that it is not worth returning."
3048058,0.0,"Poor quality does not fit my Jay Bird Blue Buds, and does not fit well in my ear."
3787019,1.0,"I was asked to check these out and report my findings. I would not have said yes if I wasn't looking for a set of cheap earbuds to take everywhere. I got these free. That doesn't guarantee I will ""like them.""

Fortunately for this company I did. Here's why:

They are standard earbuds, in the sense that they come with 6 or 8 sets of various sized rubber ear cushions that are so popular now. Most of those are too big for me, so I was happy to have a selection to choose from. What I really liked about these was the ass and the volume. Good stuff. For ten bucks, absolutely. For fifty bucks? Hell no.

They have an angle I have not seen in earbuds I have bought over the past two years. This makes them fit better. They stay in your ears. Most earbuds I have tried don't, and it pisses me off. Their construction is identical to Apple's (which is ""okay but not great."" But then if my old Apple earbuds were not fifty bucks I would buy THEM for ten bucks instead. These are great for the price. Don't expect BOSE or Beats for ten bucks. But these will deliver music or spoken (podcasts, talk radio, etc) just fine.

Anyway thanks for reading. Hope this helps."
2049749,0.0,"Was not just a Samsung, it is something Chinese don't like slow and non responsive might try to return it."
3068541,0.0,"If your using this for personal use to secure an area you maintain then great. I bought this to place in my teen daughters room to monitor activity and people when I'm not home, the S&S card slot is plain as day on the back and she just has to pop it out and I have nothing, not very good job trying to hide the fact it's a spy camera."
4688589,0.0,I have had this product since December and already the left ear bud has gone out. All you hear is static on that side. The noise cancellation is pretty much nonexistent on this model so don't purchase if you will be in noisy environments.  I purchased two of these refurbished models at the same time one for me and one for my mom hers still works as far as I know. I don't know if mine broke because of the refurbished status or if they are just a bad model. If I had the chance to do over  I would not buy again for myself.  I liked the 850 much better.
3581684,1.0,"boots in 5~6 seconds for linux... but it seems to really help in web browsing latency. File system is spread between SSD and TB Seagate Constillation, and both work in a co-operative fashion."
6275685,0.0,I purchased these batteries for my older cordless phones.  All the information was correct.  The problem arose because the style of the batteries changed so the batteries didn't fit.
951639,0.0,"I used this cable to connect my Asus Eee Pad Transformer to by HDTV TV. The cable works great I am able to watch Netflix from the transformer on my Tv.

Edit: after only 3 weeks of use the cable has stop working. I have to keep moving the cable for it to work because the cable ends are now worn down. you get what u pay for."
6725969,1.0,"This battery extension is FULLY NECESSARY for any pro. One battery just isn't enough! Very solid, comfortable grip, extra trigger, just awesome!"
5587965,1.0,I'm glad I picked this particular case. It seems very sturdy and I'm sure we'll do a good job protecting my fire 7 tablet.
3973864,0.0,"I couldn't see any movie, just I could see the screen with the options of the movie but I couldn't play it, the picture was so dark, I didn't like it at all this blu ray dvd player, returning and keeping looking for the perfect one."
5331738,0.0,Returned mouse after about 20 days.  It worked well when I first got it but in the last week it became unresponsive and very agrivating to use. I switched back to my old Logitech mouse. I would not recommend this mouse to anyone. I guess you do get what you pay for.
6453465,0.0,"it didn't fit my face well..it felt too narrow...plus, the cinemizer goggles started fogging up when the eye shield was on. It sure didn't work for me and i returned it.
Using the cinemizers without eye shield works just fine for me"
5353835,0.0,Painfully slow. Spend extra and get a used 2013 Nexus 7.
6491456,0.0,Little or no isolation between the mic element and mic body..  picks up every little sound.. footstep in the room drowning out the main sound source.. like a rock band.  Even in a shock mount..
4041971,1.0,"My previous model (NETGEAR RangeMax Wireless-N Dual Band Adapter WNDA3100 v2) quit on me but it was to be expected. I was not very careful with it. Anyway I needed a replacement and came across this refurbished model. I'm very, very leery of refurbished anything but the reviews were mostly good. I rolled the dice and ordered one. Received it well packed. It looked in great shape. Did a re-installation of the software since I kept the CD from my old one (you won't receive a disc) and it is working flawlessly so far. Plus I saved a bit of coin getting the refurbished model. That's always good. Keep the extra dough in your pocket and try this factory refurbished wireless adapter."
2240654,0.0,"Bought the device several months ago.  Not using it, as the hard drives connect and disconnect at will.  After I lost enough data, and was unable to fix it, I gave up. Using drive with USB 2 now.  OK."
1330108,0.0,"I love Amazon but I have to give this product one star because of the packaging, specifically, the spool cover.
The spool cover/sleeve doesn't seal to the spool base worth a damn.  You have to pick up the spool by the base.
If you try to lift it by the cover sleeve you are probably going to drop your DVDs all over the floor.
To some, this might not seem like a big deal but depending on where and how you store your DVDs, always having
to lift from the base can be tedious. I'll have to put a 'LIFT FROM THE BOTTOM' warning label on the sleeve and hope I never overlook it. This is the first Amazon Basics product that I have to give a thumbs down. I'm not really upset though. Amazon is usually a hit.
I can forgive an occasionally miss."
662718,1.0,"I started off with 4 Pro Monitor 1000's, but ended up taking two back and getting these based completely on Size and space requirements. These of course do not sound ""Like"" the 1000's. They have a tendency to be a bit BRIGHT. A bit of work with the receiver and I have them dialed in to where they match up well with the other 1000's and the sub. I think the primary use is stated clearly, HT. But I have read how others have used these as computer monitors. In that capacity, I think these would tire me out all on their own. They do their part perfectly well and in that capacity I like them a lot. But they only fill part of the frequency spectrum and NEED a sub and a bit of mid range from the 1000's to help them blend in. I am very very happy with them in my HT set up. But they are not stand alone speakers."
2628520,1.0,Works great like all SanDisk do
4427446,0.0,Junk don't waste you money. Falls out of CD Player over the littlest bump. Junk!
2597287,0.0,"This DVR has great potential.  It is Analog and HD, does not require subscriptions, and can even transfer a recorded program to a USB thumb drive so it can be played back on a computer.  The problem is the picture is Awful.  It is full of snow and is barely watchable, and it would not even pick up any HD channels.  I have a brand new cable feed in my house, and I can watch  any program in Analog or HD on my other three TV's with no problem at all, yet as I said this will not pick any up HD channels (Note that the TV that is connected through this unit picks up the TV channels with no problem at all)  I contacted the tech support which is a nightmare to find, and the only reply I received told me to use a digital antena and not cable (Note it is advertised as working with cable, hence why I bought it.)  I also asked them to replace the PCB per the warranty, and they have ignored my requests.

The person I reached at Technical support is:  Chris Lee  chrislee@dsconverter.com

A video of the quality of this product can be seen at:  [...] (this video is unlisted, and should only be watched to see the quality of this product)

So all in all, it is has great potential, but has awful picture, and even worse technical support."
5157665,0.0,I installed this card in my Galaxy7 and it lasted about 6 weeks.. I expected a bit longer life.. Lost all my files.. I would not recommend this card to anyone.
950047,0.0,I quickly got a refund after about 2 weeks of giving this product a shot.  It only gives you a choice of three stations.  those stations in Los Angeles are actual radio stations so signals kept geeting mixed up.  Very annoying.  It did work out of L.A. like Bakersfield which is 100 miles north of L.A.
5100141,1.0,I liked the size and included software. Could be a bit faster and sharper. I love it.
3246036,1.0,The tent was delivered in a timely fashion. Our only problem was figuring out how to get the creases out of the back drop cloths. We are very happy with our purchase.
6246028,1.0,"This is the best external hard drive I have used. I have another that is heading to the dust heap, hated it, it was clunky and took forever to work, and have used web solutions, also slow.  This thing has great capacity, is compact and portable, and very easy to use, plus it is the fastest back up I have tried.  I am only backing up My Documents, lots of pictures and music files, not to mention work related documents - figure if the computer goes, a new one will come with programs and an operating system, and I will load MS Office back on.  So far I have backed up 3 computers and there is plenty of room for more.  I am looking at my son's laptop now, just because this drive is so much fun to use - and there is nothing like the peace of mind that having a big iTunes library saved quickly and easily brings you!"
1695334,0.0,"I have received two of these kits over the last month and a half. In both kits, two of the six batteries were unchargeable."
950193,0.0,"BROKE the very same day. Totally useless. Super annoyed. Highly disappointed. I had another one just like it that broke, but it at least lasted a few months. This one worked ONCE and then dies forever."
4978026,1.0,It's great for the price.
3726298,0.0,Had it for six months and it broke!!!
176449,0.0,Not to mush to say but this meter is very easy to use but also is VERY inaccurate. Wish I had returned this product within my time frame but i didn't even open it up till two weeks after I received it. Test after test this light meter failed.
1678392,0.0,"The music control buttons are very small round recessed buttons that are ""flush"" with the surface.  You cannot feel if you are pressing the middle, top, or bottom - I'm trying to press play, but I keep hitting the + or the -, this is bad design.

I'm returning this.

Pro - good sound
Con - small recessed controls that you cannot use at all."
2854219,0.0,This shyt didn't fit my Android Phone!!!
2159850,0.0,"I just bought this a few months ago and it would always work fine for me. Usually, it could last several days with my normal use. However, within the past few weeks I've noticed that it lasts maybe an hour or two and that's with gentle use. Never getting these again, and I highly recommend you do the same."
5913928,1.0,"I bought these for my son.  He loves the sound, and they are very sturdy.  His last set died after his sister's cat destroyed them - otherwise, they held up great in daily use."
3959699,0.0,They don't work as advertised hard-wired or wirelessly. Nothing but hardware and software glitches galore. Stay away.
4797534,0.0,This thing broke within a month.  It charges but there is no sound.  I will not buy from this company again!  And of course no return option.
993461,0.0,17 Inch sleeve does not fit all 17 inch laptops. Not for use with 17.4 inch MSI gaming machine.
1087898,1.0,"Works great, out newborn loves it! There is a partition that helps keep our newborn from sliding too far into tub. What's great is that you can use it in the tub or you can just use it on the ground in the bathroom. Overall a great purchase!"
6082169,0.0,"Wow! So simple - yet it still won't work. The saying that says, ""you get what you pay for"" - obviously didn't originate from owning this very expensive (for what it is) piece of junk. Purchased Dec 2016, now the clock light pulsates (not a steady light), the snooze alarm only works sometimes (which makes it completely unreliable), both the USB ports no longer charge anything and to top it off, the melody alarm now only plays the first few seconds of the tune, then stops and restarts over and over! Ugh! How hard is it to make an alarm clock with only one alarm, one alarm sound, a couple of USB ports and a dimmable light (no snazzy bluetooth feature, no radio to complicate things, no crazy rainbow-app-controlled mood lights)? Don't buy!"
4700013,0.0,cheap broke immediately. don't waste your money.
560975,1.0,"I purchased these batteries with the charger over a year ago, to be used with my&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Air-Supply-Mini-Mate-Wearable-Air-Purifier/dp/B003FNNWMW/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Air Supply Mini-Mate Wearable Air Purifier</a>.  The charger has lasted longer than the mini-mate did. I eventually got a replacement of the mini from the manufacturer, and I've been using these batteries regularly for several months swapping them out about every other day.  I just leave the extra battery in the charger, while I have the other one in use. It charges up very fast, but I don't worry about it getting overcharged, because there's overcharge protection on this.

When I purchased these, I did not have Amazon instant prime, so I had to pay for shipping. My total was $27.15.  But $18 is a great deal if you have instant prime don't want to pay for shipping."
4712070,0.0,"I agree with many of the other negative reviews.  The construction of these straps is poor.  The glue to hold the soft loop side to the hard plastic hook side is weak and not evenly applied.  When trying to separate the 100 pieces into roughly thirds (one for work, one for stereo cabinet, and one for home office) I had one of the ties that separated from itself before ever getting to use it for the designed purpose.  I guess these are okay if you want to wrap something and leave it, but I suspect frequent re-use will result in more split ties.
Edit: The more I try to use these for anything, the more I hate them.  The two sides separate on almost everyone I use."
4159970,0.0,"Can only use 2 hot shoe points at a time, because of how small it is. Was really disappointing in this because it you say you can do something do it needs to be renamed to ""Eynpire Camera Double Mount Hot Shoe V"""
3849500,1.0,"If you're in the market for computer speakers, look no further.  I'm an electronics junkie, and somewhat of an audiophile.  I love great products that not only work great, but look great.  These speakers do not disappoint.  The sound that comes out of these will blow your mind.  These replaced a set of Bose Companion 5 speakers/subwoofer.  One of the cables went out after several years of use and thought it might be time for a replacement set and get rid of that subwoofer for my computer set up.  I have a nice 7.1 surround sound set in my man cave and didn't want another bulky sub somewhere.  I looked at these, Harman Kardon Soundsticks III and Audioengine 2+ and 5+ and quickly settled on these because of the looks and the price point of under $200.  I'm so glad I did.  They look and sound spectacular and the sound is accurate.  I will not get into specs because you can read those for yourself.  Took less than 10 minutes to unwrap and take out of the box.  They come nicely packaged and the remote works flawless.  I was a little concerned about the Bluetooth streaming quality because I read a few reviews that said the sound quality went way down when they used it.  I have it paired with my Samsung Galaxy S7 edge and my wife's Samsung Galaxy S7 and the sound was still very high.  I paired with my daughter's iPhone 6s and it worked also."
917246,0.0,"I ordered this case because my old one was starting to fall apart.  I never received my case from the seller.  I contacted the seller once back in August and was assured it was on it's way, but it's now November and I still don't have it."
1646379,0.0,"Worthless product, connection speed is close to zero. Purchased different Wi-Fi adapter and that totally changed the picture."
2115997,1.0,"Awesome case. Lots of room for an extended graphics card. I was easily able to mount a liquid cooling system with my ATX board.

The case comes with a good layout of stock fans. I did find the cable management system a little frustrating the rubber grommets have a kind of triangle cut out pattern and with wires coming through they stick up and odd angles and does not look as nice as it could.

I especially like how you can turn the front light off on the case. It is cool when people are over to show off but if you like gaming in the dark it is almost as if it has a spot light sticking out of the front."
3262279,0.0,"It work fine for a little bit and then it stop working. The phone, tablet or computer won't read it. Would not recommend or purchase again."
627795,0.0,"Unfortunately, this adapter does not work with my computer. It is a useless product. I threw it into trash can."
5447720,0.0,Doesn't record the motion alert video to the sd card like it's supposed to nor will it connect to a home pc even after following all the instructions and lastly the admin pw will not work either
5936697,1.0,great little lens for the money
4116967,0.0,"Important Update: This item is a Prime item. I purchased it as Prime. I tried to return it and Amazon says this item is not returnable. You need to understand that before you make the purchase. Once you buy this, you are stuck with it no matter what. You can not return it. Amazon should denote this on the product page.

This only get's 1 star. Yes, I plugged it into my Windows 10 Laptop and it did work, so thus at least 1 star, but here is the major problem. You hear music fine, but you can hardly hear voices or someone singing. I also had to turn my volume to the max. This is not an old Laptop, matter of fact, it has 16GB of RAM, a Nvidia 1060 Graphics card and was purchased as a new model late 2017. If I listen to music or video without this plugged in, then the voices are clear and the audio is loud, but if I plug this in, the audio turns down very low and I have to turn the volume to max. The voices also sound like there is no bass with them, just all treble, yet music still has bass. I'm afraid this is a return. It is not performing as expected. Watching Youtube or videos I've made myself are no good if I can't hear what people are saying."
917455,0.0,"I bought this drive after getting a new DVD player which took a USB jump drive.  From the start, nothing but problems in using this with both my laptop and DVD player.  Both devices would suddenly not recognize this unit.  I had to find a low-level format utility just to make this device usuable again, but it continued to blow it's brains out almost every time I used it.

I replaced this with a store brand (microcenter) device which works flawlessly.

The only reason this isn't the biggest piece of junk is because the Snazzi Capture card was 10 times the price."
5633472,0.0,"I purchased 2 pairs of these headphones this past Christmas for 2 of my teen age kids. Within the first couple of months, the part of the headphone that connects the speaker to the metal band that goes over the head broke. I had to super glue the pieces back together. A few months later, I had to use black duct tape to fix the same plastic piece. Unfortunately, with this last fix, the headset is no longer foldable. No, the cushion that goes around the ear has pealed away from the speaker. My kids have only been using these to play computer games and listen to music while at home. Around the same time, I purchased a set of Ausdom headphones for my other teen age son, for about half of the price of these Hifilite headphones . The Ausdom brand has held up a LOT better, no issues after 9 months of use."
4589030,0.0,"Unit cannot read any disks I place in it. They show up in Storage Manager, but without a drive letter and the ability to change the drive letter is greyed out. When the drive is attached once again via SATA it works perfectly. I contacted Inateck support and here is the answer I received:

When a hard drive was plugged in a new docking station, it has to adapt to the new chip. In that case, the hard drive need to be re-partitioned and started new simple volume. BTW, please note to back up the files in advance.
Thank you for your understanding.

So, in other words, the only way this thing will work is with a drive you want to wipe out all the data on. This is useless for the purpose they purport this to be for.

Garbage."
4001134,0.0,"This radio only put out 3.8 watts on High, I also ordered bf-f8hp, and they had the same problems, the uv-r 5r out performed the hi powers"
5630691,0.0,didn't work when i tried it
5798420,0.0,"I don't know how the other colors are, but my FitBit doesn't fit into the silver frame. Maybe I just got a bad one....or maybe not"
1272809,1.0,"So far, after 3 months, it seems excellent. The unit displays the actual voltage in green LED numerals. (In Nashville it's usually 126V, a bit high for some devices we have from Japan, originally designed for 100-110V, or the nominal standard, 115-120V.) It provides wider spaces for 4 AC adapter plugs, but if any of those plugs have their tines at 90 degrees (to avoid interfering with other plugs on a standard duplex outlet), they won't fit anywhere but at the end of each row, and will also hang over the end slightly. (So if you have more than 2 of those plus 2 ordinary AC adapters, or more than 4 total AC adapters, you need at least one ""pigtail"" short extension cord to fit everything.)
I ordered from Amazon with No-rush shipping,  and it arrived in an oversize box with moderate padding. But the heavy battery inside the case is not completely secured, and was able to shift up  and over just enough to hit a black plastic internal retainer wall, which shattered into about a dozen tiny pieces. Thank goodness it evidently has no effect on functionality."
6350226,1.0,These are the 750's that work better with the F&V R300. The larger cells block camera. These are ideal to have full control while filming and to shooting stills.
2866243,1.0,"It works for my kindle fire.  The access ports are different but I can still plug in the charger without removing the cover.  I also can turn it off and on by pressing the right spot and the old one had a cut out around it making it sure to wear out eventually, which it did."
5651199,0.0,"Piece of garbage!

I spread the legs on it and two of them immediately fell off. After reconnecting them, I placed my camera onto it (Canon 60D) and it couldn't hold the weight, flattening to the table. The rubber ""grips"" on the bottoms of the legs did nothing to prevent sliding. It's made from cheap looking plastic and rubber and does not perform as expected. Do not trust your expensive camera(s) to this. Your iPhone, maybe, but not built for DSLR cameras."
955991,0.0,"First off, they're fine for burning things on.  But:

BEWARE, do some google searching for people having problems with LightScribe labelers.  THEY DON'T WORK.  From what I can tell, every once in a while it seems someone used to be able to get it to label decently.  But no, it's a complete pile of dung.

In order to have the faintest light light grey title show up on the DVD I had to leave it in my Lacie burner 4x (each time just putting it back without moving it and hitting ""burn again.""  It's so frustratingly laughable when you pull it out and you can just barely see the title.  The discs are an ugly gold color and my burner does nothing to cover that up.  No color or anything worked for me, and google tells me sooo many people have this problem too.

Sorry if this review should be for the Lacie burner instead of these, but the whole LightScribe thing in general just makes me so angry.  I wasted hours (and at least 5 discs) getting error messages at 35% or pulling out the disc and not being able to tell that it had printed anything at all.

DO YOUR HOMEWORK FIRST."
6658379,1.0,"Okay this thing....ROCKS.

I backed this on Kickstarter and then Indiegogo about 18 months ago.  It was hell watching the product grow and change and alter.
The result, i must confess it ABSOLUTELY SPECTACULAR!!  I'm using this with my Shure SE 535's and they sound sonically perfect.  That's big fancy talk but the simple fact is that you can hear the difference and it sounds like you are in the room with the music.  Not just louder, cleaner, clearer...Complete.

Simply put, these guys rocked it!  I was really on the fence.  This cost more than my iphone (and i'm rocking an Iphone 6S Plus 128gb) and was almost as much as my Shures.  And YES it's so worth it.  I'm not an audiophile.  It's just that fricken' good!"
2890857,0.0,"One of the worst performing drives I have ever worked with.  Transfer rate is absurdly low- 30mb/s at best, most often far far lower.  Latency creeps into the 20 ms range.  The 8MB of cache is so pitifully small I wonder why Toshiba even bothered including it.  There are much better options for the same rough cost, even a few bucks more on something better would save hours of time."
4555167,0.0,"Absolutely squirrely.  I am never sure if the control wheel will work and if it does, how many lines it will scroll, how many it won't scroll, whether double-tapping will work or whether double-tapping results in triple movement.  In a word, it's worthless."
99858,0.0,"I received 1/8"" to 1/4"" stereo adapters, not RCA to 1/4 TS mono adapters.

It's not really worth the effort to return them; I guess I'll just go to Radio Shack to make sure that I get the correct adapters..."
5115472,0.0,"Only a couple of days with the ""Anker 10 Port 60W Data Hub with 7 USB 3.0 Ports and 3 PowerIQ Charging Ports"" but it's working great and is very fast. I connected a SSD USB 3.0 drives and got speeds over 200Mbps. I very happy with that.

Update: 6 months hub stopped working. It still connects to computer. It's visible in Windows device manager as Super Speed Hub. How ever it will not recognize any device plugged into the hub. It was good for a while.
Update: Anker support replaced the problem hub, support was very good and fast, super happy with Anker. New hub is working great getting great data speed with the hub. HD Tune showed up to 300Mbps from a USB 3.0 SSD hard drive."
1647875,0.0,"did not work, computer wouldn't recognize it, new computer also."
4854487,0.0,"We used this speaker about 5 weeks.  While it worked it was amazing.  Great sound quality and easy to use.  However, it has stopped working and makes this beeping noise when I have it turned on.  Of course, we are about 3 days over the return date.  What a waste of money."
5679458,0.0,DOA.  Returned it and bought a comparable Gigabyte board.  The Gigabyte spun right up.  Just sayin.
997574,1.0,Works great with my machine
